index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barométrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Température,Point de rosée,Humidité,Visibilité horizontale,Temps présent,Pression station,Rafales sur une période,Periode de mesure de la rafale,Précipitations dans la dernière heure,Précipitations dans les 3 dernières heures,Température (°C),consommation,datehour,datemonth
83710,2019-02-08 11:00:00,101360.0,-40.0,8.0,140.0,3.4,303.75,284.65,31.0,53540.0,0.0,101270.0,4.7,-10.0,0.0,0.0,30.600000000000023,26022.0,11,2
138929,2019-02-08 14:00:00,101280.0,-80.0,8.0,170.0,3.6,304.55,284.85,30.0,18000.0,0.0,101190.0,5.7,-10.0,,0.0,31.40000000000004,26206.0,14,2
125562,2019-02-08 17:00:00,101200.0,-80.0,8.0,170.0,4.2,305.25,285.95,31.0,60000.0,0.0,101110.0,6.4,-10.0,0.0,0.0,32.10000000000002,25169.0,17,2
124269,2019-02-08 20:00:00,101170.0,-30.0,5.0,190.0,1.5,305.15,287.35,34.0,60000.0,0.0,101080.0,5.1,-10.0,0.0,0.0,32.0,24002.0,20,2
83726,2019-02-08 23:00:00,101380.0,210.0,1.0,360.0,3.4,300.25,283.85,36.0,60000.0,0.0,101290.0,4.7,-10.0,0.0,0.0,27.100000000000023,23612.0,23,2
125108,2019-02-09 02:00:00,101630.0,90.0,3.0,310.0,4.1,295.65,285.25,52.0,60000.0,0.0,101540.0,6.1,-10.0,0.0,0.0,22.5,18303.0,2,2
131993,2019-02-09 05:00:00,101630.0,0.0,4.0,320.0,1.0,291.85,285.15,65.0,60000.0,0.0,101540.0,2.6,-10.0,0.0,0.0,18.700000000000045,18270.0,5,2
132004,2019-02-09 08:00:00,101710.0,80.0,2.0,300.0,1.8,293.65,287.05,66.0,58720.0,0.0,101620.0,2.4,-10.0,0.0,0.0,20.5,22659.0,8,2
83348,2019-02-09 11:00:00,101770.0,60.0,0.0,300.0,5.7,299.15,284.55,40.0,55000.0,0.0,101680.0,8.7,-10.0,0.0,0.0,26.0,25718.0,11,2
106998,2019-02-09 14:00:00,101690.0,-80.0,6.0,340.0,3.7,302.45,284.05,32.0,60000.0,0.0,101600.0,7.6,-10.0,0.0,0.0,29.30000000000001,26147.0,14,2
132024,2019-02-09 17:00:00,101590.0,-100.0,6.0,350.0,6.6,303.15,283.15,29.0,60000.0,0.0,101500.0,10.9,-10.0,0.0,0.0,30.0,24663.0,17,2
104757,2019-02-09 20:00:00,101690.0,100.0,3.0,10.0,5.1,299.35,281.85,33.0,60000.0,0.0,101600.0,10.3,-10.0,,0.0,26.200000000000045,24020.0,20,2
107017,2019-02-09 23:00:00,101940.0,250.0,1.0,320.0,2.8,296.15,281.05,38.0,60000.0,0.0,101850.0,6.0,-10.0,0.0,0.0,23.0,22858.0,23,2
14721,2019-02-10 02:00:00,101150.0,-20.0,5.0,240.0,2.2,290.25,288.75,91.0,60000.0,0.0,101060.0,3.0,-10.0,0.0,-0.1,17.100000000000023,17417.0,2,2
104746,2019-02-10 05:00:00,101060.0,-90.0,8.0,260.0,3.6,289.55,285.75,78.0,60000.0,0.0,100970.0,5.7,-10.0,0.0,0.0,16.400000000000034,17575.0,5,2
98817,2019-02-10 08:00:00,101020.0,-40.0,5.0,270.0,6.7,289.55,285.75,78.0,42080.0,0.0,100930.0,8.6,-10.0,0.0,0.0,16.400000000000034,22900.0,8,2
135989,2019-02-10 11:00:00,101130.0,110.0,3.0,300.0,7.2,294.45,283.65,50.0,60000.0,0.0,101040.0,11.8,-10.0,0.0,0.0,21.30000000000001,24933.0,11,2
14747,2019-02-10 14:00:00,101110.0,-20.0,8.0,330.0,6.2,297.75,284.35,43.0,19000.0,0.0,101020.0,12.9,-10.0,,0.0,24.600000000000023,24202.0,14,2
14755,2019-02-10 17:00:00,101120.0,10.0,3.0,320.0,9.1,297.85,282.95,39.0,40420.0,0.0,101030.0,15.5,-10.0,0.0,0.0,24.700000000000045,22849.0,17,2
134771,2019-02-10 20:00:00,101320.0,200.0,3.0,300.0,7.0,294.45,282.95,48.0,60000.0,0.0,101230.0,11.5,-10.0,0.0,0.0,21.30000000000001,23276.0,20,2
136016,2019-02-10 23:00:00,101610.0,290.0,3.0,290.0,6.8,292.15,283.15,56.0,60000.0,0.0,101520.0,11.7,-10.0,0.0,0.0,19.0,21502.0,23,2
11298,2019-02-11 01:00:00,100970.0,-170.0,8.0,80.0,2.5,287.85,287.55,98.0,11700.0,61.0,100870.0,3.3,-10.0,0.6,0.8,14.700000000000044,22228.0,1,2
68258,2019-02-11 04:00:00,100790.0,-180.0,6.0,320.0,1.0,287.35,287.15,99.0,900.0,44.0,100690.0,2.5,-10.0,0.0,0.2,14.200000000000044,18596.0,4,2
86974,2019-02-11 07:00:00,100680.0,-110.0,6.0,30.0,2.1,287.15,287.15,100.0,16000.0,0.0,100580.0,3.6,-10.0,,0.0,14.0,17338.0,7,2
100443,2019-02-11 10:00:00,100690.0,20.0,0.0,110.0,1.1,289.15,288.95,99.0,18790.0,0.0,100600.0,9.9,-10.0,0.4,0.4,16.0,19885.0,10,2
122223,2019-02-11 13:00:00,100500.0,-190.0,8.0,160.0,4.0,292.05,289.45,85.0,60000.0,0.0,100410.0,5.8,-10.0,0.0,0.0,18.90000000000004,22501.0,13,2
11328,2019-02-11 16:00:00,100330.0,-170.0,6.0,170.0,2.6,291.95,289.55,86.0,60000.0,0.0,100240.0,5.1,-10.0,0.0,0.0,18.80000000000001,21906.0,16,2
86994,2019-02-11 19:00:00,100340.0,10.0,3.0,280.0,4.8,288.65,287.85,95.0,1890.0,65.0,100250.0,9.6,-10.0,6.7,6.7,15.5,21973.0,19,2
11336,2019-02-11 22:00:00,100020.0,-320.0,6.0,320.0,3.5,288.15,287.65,97.0,34120.0,0.0,99930.0,5.1,-10.0,0.0,1.4,15.0,22437.0,22,2
127726,2019-02-12 01:00:00,101510.0,80.0,3.0,60.0,1.7,278.95,278.65,98.0,4910.0,10.0,101410.0,3.3,-10.0,0.0,0.0,5.800000000000011,29779.0,1,2
127748,2019-02-12 07:00:00,101610.0,90.0,2.0,300.0,3.6,279.25,277.55,89.0,60000.0,0.0,101510.0,5.1,-10.0,,0.0,6.100000000000023,27677.0,7,2
87538,2019-02-12 10:00:00,101780.0,170.0,3.0,320.0,3.3,283.35,278.95,74.0,60000.0,0.0,101680.0,5.2,-10.0,0.0,0.0,10.200000000000044,33976.0,10,2
107742,2019-02-12 13:00:00,101760.0,-20.0,8.0,360.0,6.2,287.45,278.75,56.0,60000.0,0.0,101660.0,11.3,-10.0,,0.0,14.300000000000011,33619.0,13,2
107744,2019-02-12 16:00:00,101720.0,-40.0,5.0,30.0,7.6,286.45,277.05,53.0,60000.0,0.0,101620.0,12.0,-10.0,0.0,0.0,13.300000000000011,32085.0,16,2
69047,2019-02-12 19:00:00,101880.0,160.0,3.0,360.0,5.7,282.55,275.45,61.0,60000.0,0.0,101780.0,9.8,-10.0,,0.0,9.400000000000034,33995.0,19,2
127788,2019-02-12 22:00:00,101930.0,50.0,1.0,340.0,5.3,282.05,274.65,60.0,60000.0,0.0,101830.0,11.0,-10.0,0.0,0.0,8.900000000000034,34036.0,22,2
151859,2019-02-13 01:00:00,103080.0,70.0,2.0,350.0,3.9,276.35,268.45,56.0,60000.0,0.0,102980.0,5.0,-10.0,0.0,0.0,3.200000000000045,34908.0,1,2
151867,2019-02-13 04:00:00,103090.0,10.0,3.0,340.0,2.7,275.95,267.75,55.0,60000.0,0.0,102990.0,4.3,-10.0,0.0,0.0,2.800000000000012,32459.0,4,2
96434,2019-02-13 07:00:00,103190.0,100.0,2.0,10.0,2.8,275.55,269.05,62.0,60000.0,0.0,103090.0,4.8,-10.0,0.0,0.0,2.400000000000034,33945.0,7,2
80899,2019-02-13 10:00:00,103360.0,170.0,1.0,30.0,5.5,281.05,270.65,48.0,60000.0,0.0,103260.0,7.9,-10.0,0.0,0.0,7.900000000000034,40491.0,10,2
138891,2019-02-13 13:00:00,103400.0,40.0,0.0,100.0,3.2,286.35,273.75,42.0,19950.0,0.0,103300.0,5.3,-10.0,0.0,0.0,13.200000000000044,37146.0,13,2
58854,2019-02-13 16:00:00,103350.0,-50.0,5.0,160.0,1.4,287.65,275.25,43.0,60000.0,0.0,103250.0,3.3,-10.0,0.0,0.0,14.5,32917.0,16,2
151001,2019-02-13 19:00:00,103410.0,60.0,3.0,140.0,2.5,283.05,279.95,81.0,43420.0,0.0,103310.0,3.7,-10.0,0.0,0.0,9.900000000000034,32756.0,19,2
137262,2019-02-13 22:00:00,103520.0,110.0,2.0,10.0,2.6,279.75,277.95,88.0,13050.0,0.0,103420.0,2.9,-10.0,0.0,0.0,6.600000000000023,36044.0,22,2
58873,2019-02-14 01:00:00,103600.0,80.0,2.0,10.0,2.6,277.35,276.15,92.0,9000.0,0.0,103500.0,3.1,-10.0,,0.0,4.2000000000000455,34593.0,1,2
151020,2019-02-14 04:00:00,103600.0,0.0,4.0,50.0,2.6,277.45,276.25,92.0,16000.0,0.0,103500.0,3.6,-10.0,0.0,0.0,4.300000000000011,31493.0,4,2
151027,2019-02-14 07:00:00,103630.0,30.0,0.0,10.0,2.1,278.75,277.05,89.0,19590.0,0.0,103530.0,4.2,-10.0,0.0,0.0,5.600000000000023,32188.0,7,2
58892,2019-02-14 10:00:00,103670.0,40.0,0.0,40.0,3.7,281.25,278.05,80.0,16480.0,0.0,103570.0,5.2,-10.0,0.0,0.0,8.100000000000023,37912.0,10,2
119150,2019-02-14 13:00:00,103540.0,-130.0,8.0,70.0,2.9,286.65,279.55,62.0,19750.0,0.0,103440.0,4.1,-10.0,0.0,0.0,13.5,35244.0,13,2
58911,2019-02-14 16:00:00,103350.0,-190.0,6.0,170.0,2.6,286.35,279.95,65.0,60000.0,0.0,103250.0,3.6,-10.0,0.0,0.0,13.200000000000044,31441.0,16,2
99002,2019-02-14 19:00:00,103300.0,-50.0,5.0,260.0,1.6,282.85,279.35,79.0,19470.0,0.0,103200.0,2.2,-10.0,0.0,0.0,9.700000000000044,31415.0,19,2
119170,2019-02-14 22:00:00,103260.0,-40.0,6.0,310.0,0.9,278.85,277.15,89.0,2380.0,10.0,103160.0,1.4,-10.0,0.0,0.0,5.7000000000000455,34974.0,22,2
119174,2019-02-15 01:00:00,103250.0,-10.0,0.0,20.0,0.6,275.95,275.05,94.0,650.0,44.0,103150.0,1.8,-10.0,0.0,0.0,2.800000000000012,33993.0,1,2
137320,2019-02-15 04:00:00,103200.0,-50.0,8.0,30.0,2.6,274.95,274.25,95.0,10000.0,0.0,103100.0,3.6,-10.0,0.0,0.0,1.8000000000000114,31115.0,4,2
58939,2019-02-15 07:00:00,103230.0,30.0,0.0,10.0,2.8,272.45,271.45,93.0,6570.0,0.0,103130.0,3.3,-10.0,0.0,0.0,-0.6999999999999886,32227.0,7,2
58941,2019-02-15 10:00:00,103280.0,50.0,1.0,20.0,2.8,279.55,276.15,79.0,44750.0,0.0,103180.0,4.4,-10.0,0.0,0.0,6.400000000000034,37855.0,10,2
58943,2019-02-15 13:00:00,103170.0,-110.0,8.0,120.0,2.6,284.95,278.55,65.0,16000.0,0.0,103070.0,3.6,-10.0,,0.0,11.800000000000011,34817.0,13,2
151098,2019-02-15 16:00:00,103000.0,-170.0,6.0,200.0,3.0,286.45,279.55,63.0,18790.0,0.0,102900.0,4.3,-10.0,0.0,0.0,13.300000000000011,30574.0,16,2
119209,2019-02-15 19:00:00,102970.0,-30.0,5.0,250.0,2.7,282.05,278.45,78.0,18760.0,0.0,102870.0,4.0,-10.0,0.0,0.0,8.900000000000034,30035.0,19,2
99060,2019-02-15 22:00:00,102950.0,-20.0,8.0,280.0,1.6,278.35,274.45,76.0,12990.0,0.0,102850.0,3.7,-10.0,0.0,0.0,5.2000000000000455,33674.0,22,2
137360,2019-02-16 01:00:00,102980.0,30.0,0.0,350.0,1.5,274.85,272.95,87.0,8000.0,0.0,102880.0,2.1,-10.0,,0.0,1.7000000000000457,33395.0,1,2
137364,2019-02-16 04:00:00,103040.0,60.0,1.0,10.0,2.4,274.55,272.45,86.0,15670.0,0.0,102940.0,3.6,-10.0,0.0,0.0,1.400000000000034,30183.0,4,2
119230,2019-02-16 07:00:00,103080.0,40.0,2.0,30.0,1.5,273.85,270.65,79.0,50000.0,0.0,102980.0,3.1,-10.0,,0.0,0.7000000000000455,29750.0,7,2
151128,2019-02-16 13:00:00,103130.0,-40.0,8.0,100.0,3.2,287.75,276.85,48.0,18370.0,0.0,103030.0,4.0,-10.0,0.0,0.0,14.600000000000025,31588.0,13,2
151134,2019-02-16 16:00:00,102970.0,-160.0,7.0,160.0,1.5,287.45,281.45,67.0,19000.0,0.0,102870.0,2.6,-10.0,0.0,0.0,14.300000000000011,27721.0,16,2
59010,2019-02-16 19:00:00,102950.0,-20.0,5.0,0.0,0.0,282.15,279.95,86.0,15630.0,0.0,102850.0,1.7,-10.0,0.0,0.0,9.0,27507.0,19,2
119265,2019-02-16 22:00:00,102960.0,10.0,3.0,30.0,0.5,281.75,280.25,90.0,5000.0,0.0,102860.0,2.6,-10.0,0.0,0.0,8.600000000000023,31781.0,22,2
119270,2019-02-17 01:00:00,102930.0,-30.0,6.0,20.0,2.6,279.25,278.35,94.0,3900.0,10.0,102830.0,3.6,-10.0,,0.0,6.100000000000023,31942.0,1,2
99114,2019-02-17 04:00:00,102880.0,-50.0,7.0,10.0,3.1,278.95,277.95,93.0,7000.0,0.0,102780.0,4.1,-10.0,0.0,0.0,5.800000000000011,29026.0,4,2
59036,2019-02-17 07:00:00,102850.0,-30.0,6.0,20.0,4.6,279.85,278.15,89.0,12000.0,0.0,102750.0,6.2,-10.0,,0.0,6.7000000000000455,27336.0,7,2
59043,2019-02-17 10:00:00,102940.0,90.0,1.0,30.0,4.1,282.95,280.05,82.0,12000.0,0.0,102840.0,5.7,-10.0,0.0,0.0,9.800000000000011,29579.0,10,2
137429,2019-02-17 13:00:00,102850.0,-90.0,8.0,90.0,2.6,286.55,280.95,69.0,19000.0,0.0,102750.0,5.7,-10.0,,0.0,13.400000000000034,29941.0,13,2
119297,2019-02-17 16:00:00,102690.0,-160.0,6.0,130.0,3.5,286.65,281.95,73.0,58540.0,0.0,102590.0,4.8,-10.0,0.0,0.0,13.5,26303.0,16,2
119301,2019-02-17 19:00:00,102650.0,-40.0,5.0,120.0,3.0,284.35,282.65,89.0,19890.0,0.0,102550.0,4.2,-10.0,0.0,0.0,11.200000000000044,26641.0,19,2
151196,2019-02-17 22:00:00,102700.0,50.0,1.0,60.0,2.8,282.15,281.05,93.0,13110.0,0.0,102600.0,4.0,-10.0,0.0,0.0,9.0,31428.0,22,2
59088,2019-02-18 01:00:00,102620.0,-80.0,8.0,80.0,4.6,281.35,279.95,91.0,17880.0,0.0,102520.0,6.0,-10.0,0.0,0.0,8.200000000000045,30762.0,1,2
59097,2019-02-18 04:00:00,102520.0,-100.0,8.0,60.0,5.0,280.25,278.85,91.0,9450.0,0.0,102420.0,6.5,-10.0,0.0,0.0,7.100000000000023,28223.0,4,2
59108,2019-02-18 07:00:00,102500.0,-20.0,6.0,50.0,3.6,280.35,278.65,89.0,17000.0,0.0,102400.0,7.2,-10.0,,0.0,7.2000000000000455,28907.0,7,2
59114,2019-02-18 10:00:00,102530.0,30.0,0.0,70.0,5.3,281.95,279.75,86.0,19160.0,0.0,102430.0,6.3,-10.0,0.0,0.0,8.800000000000011,34766.0,10,2
59124,2019-02-18 13:00:00,102470.0,-60.0,8.0,140.0,6.0,287.05,282.05,72.0,44160.0,0.0,102370.0,8.8,-10.0,0.0,0.0,13.900000000000034,33237.0,13,2
59128,2019-02-18 16:00:00,102350.0,-120.0,6.0,130.0,4.6,285.95,281.85,76.0,19000.0,0.0,102250.0,8.2,-10.0,0.0,0.0,12.800000000000011,30523.0,16,2
119366,2019-02-18 19:00:00,102350.0,0.0,5.0,120.0,3.6,285.05,281.85,81.0,40000.0,0.0,102250.0,6.2,-10.0,,0.0,11.900000000000034,30572.0,19,2
137504,2019-02-18 22:00:00,102400.0,50.0,2.0,120.0,4.0,284.95,281.65,80.0,40300.0,0.0,102300.0,5.6,-10.0,0.0,0.0,11.800000000000011,33111.0,22,2
59142,2019-02-19 01:00:00,102370.0,-30.0,6.0,60.0,1.8,282.85,280.25,84.0,39520.0,0.0,102270.0,3.0,-10.0,0.0,0.0,9.700000000000044,31311.0,1,2
99195,2019-02-19 04:00:00,102310.0,-60.0,8.0,350.0,1.1,280.25,278.35,88.0,17900.0,0.0,102210.0,3.0,-10.0,0.0,0.0,7.100000000000023,28329.0,4,2
119383,2019-02-19 07:00:00,102300.0,-10.0,6.0,40.0,2.7,280.35,277.85,84.0,16560.0,0.0,102200.0,4.7,-10.0,0.0,0.0,7.2000000000000455,29396.0,7,2
151249,2019-02-19 10:00:00,102450.0,150.0,3.0,30.0,2.0,281.65,278.25,79.0,18590.0,0.0,102350.0,4.8,-10.0,0.0,0.0,8.5,35653.0,10,2
59157,2019-02-19 13:00:00,102400.0,-50.0,8.0,90.0,2.9,284.85,279.15,68.0,18870.0,0.0,102300.0,3.6,-10.0,0.0,0.0,11.700000000000044,34716.0,13,2
94017,2019-02-19 16:00:00,102300.0,-100.0,6.0,160.0,1.9,285.65,280.95,73.0,33520.0,0.0,102200.0,3.0,-10.0,0.0,0.0,12.5,31584.0,16,2
138278,2019-02-19 19:00:00,102280.0,-20.0,5.0,200.0,1.6,282.65,279.75,82.0,17480.0,0.0,102180.0,2.4,-10.0,0.0,0.0,9.5,30988.0,19,2
94026,2019-02-19 22:00:00,102370.0,90.0,3.0,350.0,1.5,278.15,276.35,88.0,4400.0,10.0,102270.0,2.6,-10.0,0.0,0.0,5.0,34116.0,22,2
151278,2019-02-20 01:00:00,102400.0,30.0,3.0,50.0,1.0,277.15,276.15,93.0,3200.0,10.0,102300.0,1.0,-10.0,,0.0,4.0,32629.0,1,2
138292,2019-02-20 04:00:00,102420.0,20.0,0.0,30.0,1.1,275.45,274.55,94.0,3390.0,10.0,102320.0,2.1,-10.0,0.0,0.0,2.300000000000012,29888.0,4,2
138300,2019-02-20 07:00:00,102450.0,30.0,3.0,20.0,2.2,274.45,273.55,94.0,6730.0,0.0,102350.0,5.7,-10.0,0.0,0.0,1.3000000000000114,31108.0,7,2
94052,2019-02-20 10:00:00,102600.0,150.0,1.0,10.0,2.8,280.95,278.45,84.0,13780.0,0.0,102500.0,4.0,-10.0,0.0,0.0,7.800000000000011,37384.0,10,2
138311,2019-02-20 13:00:00,102630.0,30.0,0.0,140.0,1.5,285.15,279.85,70.0,19000.0,0.0,102530.0,3.1,-10.0,,0.0,12.0,34061.0,13,2
151304,2019-02-20 16:00:00,102550.0,-80.0,6.0,180.0,3.0,286.15,279.75,65.0,19880.0,0.0,102450.0,4.5,-10.0,0.0,0.0,13.0,30232.0,16,2
138323,2019-02-20 19:00:00,102600.0,50.0,3.0,220.0,2.3,283.05,279.25,77.0,49390.0,0.0,102500.0,4.9,-10.0,0.0,0.0,9.900000000000034,30097.0,19,2
59756,2019-02-20 22:00:00,102700.0,100.0,1.0,310.0,1.0,278.75,276.55,86.0,10000.0,0.0,102600.0,1.5,-10.0,0.0,0.0,5.600000000000023,33821.0,22,2
151321,2019-02-21 01:00:00,102760.0,60.0,1.0,300.0,1.0,276.75,275.55,92.0,200.0,44.0,102660.0,1.0,-10.0,,0.0,3.6000000000000227,32438.0,1,2
94087,2019-02-21 04:00:00,102800.0,40.0,2.0,20.0,1.5,276.05,275.15,94.0,2420.0,10.0,102700.0,2.5,-10.0,0.0,0.0,2.900000000000034,29985.0,4,2
120003,2019-02-21 07:00:00,102850.0,50.0,2.0,10.0,2.3,275.15,274.25,94.0,8030.0,0.0,102750.0,3.6,-10.0,0.0,0.0,2.0,31335.0,7,2
94100,2019-02-21 10:00:00,103010.0,160.0,1.0,30.0,2.4,281.55,279.05,84.0,9900.0,0.0,102910.0,3.5,-10.0,0.0,0.0,8.400000000000034,37345.0,10,2
94110,2019-02-21 13:00:00,102960.0,-50.0,8.0,160.0,2.1,285.45,280.35,71.0,13000.0,0.0,102860.0,3.1,-10.0,,0.0,12.300000000000011,33618.0,13,2
138354,2019-02-21 16:00:00,102880.0,-80.0,6.0,210.0,3.6,286.85,282.45,75.0,12330.0,0.0,102780.0,5.3,-10.0,0.0,0.0,13.700000000000044,29776.0,16,2
94132,2019-02-21 19:00:00,102870.0,-10.0,5.0,230.0,2.6,283.45,281.55,88.0,8340.0,0.0,102770.0,4.5,-10.0,0.0,0.0,10.300000000000011,29269.0,19,2
59808,2019-02-21 22:00:00,102920.0,50.0,2.0,260.0,2.5,282.25,279.65,84.0,9850.0,0.0,102820.0,3.6,-10.0,0.0,0.0,9.100000000000025,32997.0,22,2
151373,2019-02-22 01:00:00,102950.0,30.0,1.0,300.0,1.3,277.25,275.75,90.0,4170.0,10.0,102850.0,2.2,-10.0,0.0,0.0,4.100000000000023,31661.0,1,2
151382,2019-02-22 04:00:00,102820.0,-130.0,6.0,310.0,4.6,279.75,275.85,76.0,26000.0,0.0,102720.0,5.1,-10.0,0.0,0.0,6.600000000000023,28887.0,4,2
138386,2019-02-22 07:00:00,102730.0,-90.0,6.0,300.0,4.0,281.65,273.65,57.0,19540.0,0.0,102630.0,5.4,-10.0,0.0,0.0,8.5,29970.0,7,2
151394,2019-02-22 10:00:00,102790.0,60.0,0.0,280.0,3.1,289.15,274.45,37.0,19000.0,0.0,102690.0,7.2,-10.0,0.0,0.0,16.0,35231.0,10,2
59839,2019-02-22 13:00:00,102640.0,-140.0,8.0,360.0,5.3,294.55,277.15,32.0,60000.0,0.0,102550.0,10.0,-10.0,0.0,0.0,21.40000000000004,31550.0,13,2
151408,2019-02-22 16:00:00,102440.0,-200.0,6.0,20.0,5.6,296.35,275.75,26.0,60000.0,0.0,102350.0,11.2,-10.0,0.0,0.0,23.200000000000045,27785.0,16,2
120083,2019-02-22 19:00:00,102480.0,30.0,3.0,70.0,2.1,289.45,279.25,51.0,60000.0,0.0,102380.0,4.6,-10.0,,0.0,16.30000000000001,26648.0,19,2
151416,2019-02-22 22:00:00,102600.0,120.0,3.0,30.0,5.9,289.15,276.55,43.0,60000.0,0.0,102500.0,10.2,-10.0,0.0,0.0,16.0,30017.0,22,2
138420,2019-02-23 01:00:00,102700.0,100.0,1.0,30.0,3.9,286.15,277.35,55.0,60000.0,0.0,102600.0,8.5,-10.0,0.0,0.0,13.0,29443.0,1,2
151430,2019-02-23 04:00:00,102720.0,20.0,0.0,20.0,3.6,282.95,276.85,66.0,60000.0,0.0,102620.0,5.7,-10.0,0.0,0.0,9.800000000000011,26092.0,4,2
94206,2019-02-23 07:00:00,102690.0,-30.0,7.0,10.0,3.2,280.65,276.35,74.0,60000.0,0.0,102590.0,5.3,-10.0,0.0,0.0,7.5,25443.0,7,2
120116,2019-02-23 10:00:00,102800.0,110.0,2.0,20.0,4.1,286.75,278.65,58.0,19000.0,0.0,102700.0,5.7,-10.0,0.0,0.0,13.600000000000025,28338.0,10,2
94217,2019-02-23 13:00:00,102720.0,-80.0,8.0,60.0,2.5,291.45,278.65,43.0,19100.0,0.0,102620.0,7.2,-10.0,0.0,0.0,18.30000000000001,27185.0,13,2
138441,2019-02-23 16:00:00,102670.0,-50.0,5.0,160.0,5.7,289.55,281.55,59.0,19000.0,0.0,102570.0,6.7,-10.0,0.0,0.0,16.400000000000034,24179.0,16,2
120135,2019-02-23 19:00:00,102880.0,210.0,1.0,170.0,1.0,285.35,282.55,83.0,13000.0,0.0,102780.0,5.7,-10.0,,0.0,12.200000000000044,23591.0,19,2
94240,2019-02-23 22:00:00,103070.0,190.0,2.0,170.0,2.8,285.05,283.25,89.0,9920.0,0.0,102970.0,4.3,-10.0,0.0,0.0,11.900000000000034,27660.0,22,2
138460,2019-02-24 01:00:00,103190.0,120.0,2.0,160.0,5.6,285.45,281.35,76.0,17570.0,0.0,103090.0,7.0,-10.0,0.0,0.0,12.300000000000011,28153.0,1,2
119406,2019-02-24 04:00:00,103240.0,50.0,1.0,190.0,2.6,284.95,281.05,77.0,18000.0,0.0,103140.0,5.1,-10.0,0.0,0.0,11.800000000000011,25146.0,4,2
150502,2019-02-24 07:00:00,103340.0,100.0,2.0,140.0,2.1,283.85,281.75,87.0,8000.0,0.0,103240.0,2.6,-10.0,,0.0,10.700000000000044,23434.0,7,2
59457,2019-02-24 10:00:00,103400.0,60.0,2.0,160.0,1.0,286.95,281.95,72.0,13000.0,0.0,103300.0,2.1,-10.0,0.0,0.0,13.800000000000011,25262.0,10,2
137558,2019-02-24 13:00:00,103330.0,-70.0,8.0,200.0,3.5,288.35,280.85,61.0,17810.0,0.0,103230.0,6.2,-10.0,0.0,0.0,15.200000000000044,25666.0,13,2
150528,2019-02-24 16:00:00,103260.0,-70.0,7.0,210.0,4.7,287.45,279.55,59.0,19140.0,0.0,103160.0,6.6,-10.0,0.0,0.0,14.300000000000011,22637.0,16,2
119434,2019-02-24 19:00:00,103230.0,-30.0,5.0,230.0,4.1,284.85,280.35,74.0,18000.0,0.0,103130.0,5.1,-10.0,,0.0,11.700000000000044,22298.0,19,2
150542,2019-02-24 22:00:00,103320.0,90.0,3.0,300.0,1.5,281.95,278.65,80.0,17000.0,0.0,103220.0,2.1,-10.0,0.0,0.0,8.800000000000011,27542.0,22,2
93797,2019-02-25 01:00:00,103370.0,50.0,3.0,40.0,1.6,278.05,275.95,86.0,10850.0,0.0,103270.0,2.9,-10.0,0.0,0.0,4.900000000000034,27820.0,1,2
93807,2019-02-25 04:00:00,103320.0,-50.0,8.0,330.0,1.5,278.75,277.05,89.0,15000.0,0.0,103220.0,2.6,-10.0,0.0,0.0,5.600000000000023,25528.0,4,2
150555,2019-02-25 10:00:00,103410.0,0.0,5.0,30.0,2.1,284.45,280.95,79.0,14000.0,0.0,103310.0,3.1,-10.0,0.0,0.0,11.300000000000011,32014.0,10,2
137606,2019-02-25 13:00:00,103330.0,-80.0,8.0,140.0,2.3,288.45,282.35,67.0,17280.0,0.0,103230.0,3.2,-10.0,0.0,0.0,15.300000000000011,29941.0,13,2
119475,2019-02-25 16:00:00,103140.0,-190.0,6.0,200.0,2.7,289.35,281.05,58.0,16560.0,0.0,103040.0,4.2,-10.0,0.0,0.0,16.200000000000045,27005.0,16,2
119483,2019-02-25 19:00:00,103120.0,-20.0,6.0,230.0,3.1,284.85,281.35,79.0,14590.0,0.0,103020.0,4.4,-10.0,0.0,0.0,11.700000000000044,26146.0,19,2
150585,2019-02-25 22:00:00,103170.0,50.0,1.0,290.0,2.3,283.25,278.85,74.0,11390.0,0.0,103070.0,2.8,-10.0,0.0,0.0,10.100000000000025,29849.0,22,2
93849,2019-02-26 01:00:00,103040.0,-130.0,6.0,310.0,1.6,279.95,276.75,80.0,17800.0,0.0,102940.0,3.2,-10.0,0.0,0.0,6.800000000000011,29066.0,1,2
93859,2019-02-26 04:00:00,102980.0,-60.0,7.0,340.0,1.0,277.05,274.95,86.0,12000.0,0.0,102880.0,2.6,-10.0,0.0,0.0,3.900000000000034,26377.0,4,2
150595,2019-02-26 07:00:00,103080.0,100.0,2.0,320.0,1.6,279.65,277.35,85.0,15140.0,0.0,102980.0,4.1,-10.0,0.0,0.0,6.5,27301.0,7,2
150606,2019-02-26 10:00:00,103140.0,60.0,2.0,20.0,4.2,286.35,279.25,62.0,15290.0,0.0,103040.0,6.9,-10.0,0.0,0.0,13.200000000000044,31800.0,10,2
93878,2019-02-26 13:00:00,103070.0,-70.0,8.0,100.0,3.2,290.85,280.25,50.0,17740.0,0.0,102970.0,5.7,-10.0,0.0,0.0,17.700000000000045,29492.0,13,2
